152806 , 3 , 400500
152154 , 3 , 399900
146302 , 3 , 370000
146496 , 3 , 369500
150588 , 3 , 395000
154461 , 3 , 365000
150744 , 3 , 400000
154322 , 3 , 365000
138053 , 3 , 415000
154415 , 3 , 390000
141847 , 3 , 374900
151534 , 3 , 379999
154533 , 3 , 394900
152326 , 3 , 403900
152263 , 3 , 389000
152019 , 3 , 369000
154510 , 3 , 399000
154298 , 3 , 378000
152122 , 3 , 379000
152227 , 3 , 389900
151994 , 3 , 415000
145850 , 3 , 415000
151402 , 3 , 397900
138730 , 3 , 365000
137570 , 3 , 389000
154343 , 3 , 384900
153955 , 3 , 385000
151078 , 3 , 410000
152893 , 3 , 375000
153746 , 3 , 399000
152771 , 3 , 375000
152078 , 3 , 400000
143217 , 3 , 405000
154071 , 3 , 380000
154522 , 3 , 405000
152887 , 3 , 399000
149864 , 3 , 367000
152619 , 3 , 399000
154501 , 3 , 395000
154559 , 3 , 384000
152964 , 3 , 394920
153774 , 3 , 373000
154136 , 3 , 399000
148195 , 3 , 362000
145789 , 3 , 388000
154422 , 3 , 369900
150294 , 3 , 367990
150470 , 3 , 400000
154380 , 3 , 385000
151521 , 3 , 369000
154327 , 3 , 410000
151913 , 3 , 409950
141188 , 3 , 388000
149369 , 3 , 379000
145448 , 3 , 379000
153234 , 3 , 378000
