153915 , 3 , 439999
154317 , 3 , 440000
147586 , 3 , 445000
153377 , 3 , 479000
152794 , 3 , 473000
150966 , 3 , 445900
154312 , 3 , 449000
152849 , 3 , 480000
154528 , 3 , 449900
153500 , 3 , 429000
152906 , 3 , 435000
152014 , 3 , 459900
139461 , 3 , 430000
154557 , 3 , 479900
152820 , 3 , 449000
154242 , 3 , 459000
148757 , 3 , 459000
140044 , 3 , 449000
153068 , 3 , 465000
152487 , 3 , 450000
152969 , 3 , 435000
144312 , 3 , 473500
150773 , 3 , 439000
150823 , 3 , 444900
154419 , 3 , 450000
153738 , 3 , 434000
153802 , 3 , 456000
153807 , 3 , 469900
153259 , 3 , 479000
149797 , 3 , 479000
146790 , 3 , 439000
153556 , 3 , 475000
152856 , 3 , 430000
153085 , 3 , 440000
154421 , 3 , 435000
150857 , 3 , 429900
