150455 , 3 , 550000
154566 , 3 , 550000
153052 , 3 , 529000
151711 , 3 , 540000
148961 , 3 , 552200
151085 , 3 , 500000
154536 , 3 , 509000
145087 , 3 , 525000
149001 , 3 , 500000
150638 , 3 , 524000
152586 , 3 , 499000
153769 , 3 , 549000
152900 , 3 , 525000
151681 , 3 , 550000
151824 , 3 , 542000
154205 , 3 , 499500
141737 , 3 , 524900
136431 , 3 , 519900
146320 , 3 , 522000
146423 , 3 , 518000
154038 , 3 , 535000
151308 , 3 , 499900
154402 , 3 , 535000
151304 , 3 , 499000
152757 , 3 , 549000
141212 , 3 , 525000
152139 , 3 , 510000
254484 , 3 , 515000
151678 , 3 , 499000
151934 , 3 , 535000
